RCDTS,RCDT,Site_Number,Site_County,District_Clean,City_Clean,Site_Address,Site_Zip,School_Name_Clean,Title_1_Status,#_Student_Enrollment,%_Student_Enrollment_-_Low_Income,Student_Attendance_Rate,Student_Chronic_Truancy_Rate,Chronically_Truant_Students,High_School_Dropout_Rate_-_Total,High_School_4-Year_Graduation_Rate_-_Total,Chronic_Absenteeism,Free_Eligibles,Reduced_Eligibles,PaidEligibles,Enrollment,Eligibility_Percent,Participates_in_CEP,Poverty_Level
440632000262003,44063200026,14208,McHenry,woodstock cusd 200,woodstock,600 Dean St,60098-3817,dean street elem school,Schoolwide Title I Program,276,39.5,94.4,8.2,20,NA,NA,17.7,90,15,181,286,36.71,Non-CEP,Mid-Low Poverty
440632000262004,44063200026,14209,McHenry,woodstock cusd 200,woodstock,4618 Greenwood Rd,60098-8650,greenwood elem school,Schoolwide Title I Program,332,31.9,95.3,0,0,NA,NA,7.5,70,5,209,284,26.41,Non-CEP,Mid-Low Poverty
440632000262006,44063200026,14211,McHenry,woodstock cusd 200,woodstock,14124 W South Street Rd,60098-8954,westwood elem school,Schoolwide Title I Program,347,49.6,95.2,4.7,16,NA,NA,10.2,118,44,200,362,44.75,Non-CEP,Mid-Low Poverty
440632000262007,44063200026,59177,McHenry,woodstock cusd 200,woodstock,720 W Judd St,60098-3137,olson elementary school,Schoolwide Title I Program,407,46.4,94.4,4.3,17,NA,NA,16.4,167,27,236,430,45.12,Non-CEP,Mid-Low Poverty
440632000262008,44063200026,15116,McHenry,woodstock cusd 200,woodstock,2181 N Seminary Ave,60098-2641,mary endres elementary school,Schoolwide Title I Program,466,45.3,95.2,3,14,NA,NA,11.5,170,33,265,468,43.38,Non-CEP,Mid-Low Poverty
440632000262009,44063200026,15117,McHenry,woodstock cusd 200,woodstock,2045 N Seminary Ave,60098-2643,verda dierzen early learning ctr,Schoolwide Title I Program,667,48.6,NA,NA,NA,NA,NA,NA,193,16,183,392,53.32,Non-CEP,Mid-Low Poverty
440632000262010,44063200026,59178,McHenry,woodstock cusd 200,woodstock,3215 Hercules Rd,60098-6700,prairiewood elem sch,Schoolwide Title I Program,402,41,94.7,2.5,10,NA,NA,14.3,143,18,243,404,39.85,Non-CEP,Mid-Low Poverty
450670030260001,45067003026,14216,Monroe,valmeyer cusd 3,valmeyer,300 S Cedar Bluff Dr,62295-3133,valmeyer high school,Targeted Assistance Title I Program,115,16.5,94.8,7.6,9,2.4,92.3,17.8,17,0,100,117,14.53,Non-CEP,Low Poverty
450670030261001,45067003026,14217,Monroe,valmeyer cusd 3,valmeyer,300 S Cedar Bluff Dr,62295-3133,valmeyer jr high,Targeted Assistance Title I Program,110,14.5,95.9,0,0,NA,NA,7.3,19,2,89,110,19.09,Non-CEP,Low Poverty
450670030262001,45067003026,14218,Monroe,valmeyer cusd 3,valmeyer,300 S Cedar Bluff Dr,62295-3133,valmeyer elementary school,Targeted Assistance Title I Program,200,18,96.4,0,0,NA,NA,5.4,41,4,133,178,25.28,Non-CEP,Low Poverty
450670040260001,45067004026,14220,Monroe,columbia cusd 4,columbia,77 Veterans Pkwy,62236-1147,columbia high school,Targeted Assistance Title I Program,629,9.9,95.9,1.3,8,1.2,98.1,8.3,66,6,566,638,11.29,Non-CEP,Low Poverty
450670040261001,45067004026,14221,Monroe,columbia cusd 4,columbia,100 Eagle Dr,62236-1154,columbia middle school,Targeted Assistance Title I Program,603,14.3,96.6,0,0,NA,NA,3.3,84,15,505,604,16.39,Non-CEP,Low Poverty
450670040262001,45067004026,14222,Monroe,columbia cusd 4,columbia,1 Veterans Pkwy,62236-1147,parkview elementary school,Targeted Assistance Title I Program,398,12.1,96.2,0,0,NA,NA,3.3,48,7,341,396,13.89,Non-CEP,Low Poverty
450670040262003,45067004026,64751,Monroe,columbia cusd 4,columbia,113 S Rapp Ave,62236-2326,eagleview elementary school,Targeted Assistance Title I Program,344,13.1,96,0,0,NA,NA,4.4,40,7,255,302,15.56,Non-CEP,Low Poverty
450670050260001,45067005026,14224,Monroe,waterloo cusd 5,waterloo,505 E Bulldog,62298-0130,waterloo high school,"Eligible, but Not a Participant in Title I Program",802,16.8,94.9,3.1,27,2.5,90,11.7,111,30,660,801,17.600000000000001,Non-CEP,Low Poverty
450670050261001,45067005026,14225,Monroe,waterloo cusd 5,waterloo,200 Bellefontaine Dr,62298-1511,waterloo junior high school,"Eligible, but Not a Participant in Title I Program",632,22.9,95.9,2.2,14,NA,NA,7.2,115,29,488,632,22.78,Non-CEP,Low Poverty
450670050262003,45067005026,14226,Monroe,waterloo cusd 5,waterloo,301 Hamacher St,62298-1526,w j zahnow elem school,Schoolwide Title I Program,436,20,95.5,1.1,2,NA,NA,7.3,80,9,289,378,23.54,Non-CEP,Low Poverty
450670050262004,45067005026,14227,Monroe,waterloo cusd 5,waterloo,200 Rogers St,62298-1572,rogers elem school,Schoolwide Title I Program,365,19.5,95.9,1.3,5,NA,NA,5.1,67,9,288,364,20.88,Non-CEP,Low Poverty
450670050262005,45067005026,64754,Monroe,waterloo cusd 5,waterloo,1 Ed Gardner Pl,62298-1677,gardner elementary school,Schoolwide Title I Program,431,19.7,96.4,0,0,NA,NA,2.4,82,9,339,430,21.16,Non-CEP,Low Poverty
450790010220001,45079001022,14228,Randolph,coulterville usd 1,coulterville,PO Box 396,62237-0396,coulterville high school,Schoolwide Title I Program,53,62.3,94.3,7.1,4,0,94.4,8.9,22,0,32,54,40.74,Non-CEP,Mid-High Poverty
450790010221002,45079001022,14229,Randolph,coulterville usd 1,coulterville,PO Box 396,62237-0396,coulterville junior high school,Schoolwide Title I Program,52,78.8,95.8,3.8,2,NA,NA,5.7,28,1,23,52,55.77,Non-CEP,High Poverty
450790010222001,45079001022,14230,Randolph,coulterville usd 1,coulterville,PO Box 396,62237-0396,coulterville elementary school,Schoolwide Title I Program,90,67.8,94.9,9.9,8,NA,NA,17.3,50,1,36,87,58.62,Non-CEP,Mid-High Poverty
450791320260001,45079132026,14237,Randolph,red bud cusd 132,red bud,815 Locust St,62278-1210,red bud high school,"Eligible, but Not a Participant in Title I Program",391,34.5,94.8,6,24,1.7,90.1,14.5,119,16,258,393,34.35,Non-CEP,Mid-Low Poverty
450791320262002,45079132026,14238,Randolph,red bud cusd 132,red bud,200 W Field Dr,62278-1304,red bud elem school,Schoolwide Title I Program,620,43.9,95.4,4.3,22,NA,NA,10.8,250,22,347,619,43.94,Non-CEP,Mid-Low Poverty
450791340042001,45079134004,14239,Randolph,prairie du rocher ccsd 134,prairie du rocher,714 Middle St,62277-2136,prairie du rocher elem school,Targeted Assistance Title I Program,142,47.2,96.3,0,0,NA,NA,NA,57,11,75,143,47.55,Non-CEP,Mid-Low Poverty
450791380260001,45079138026,14240,Randolph,steeleville cusd 138,steeleville,701 S Sparta St,62288-2132,steeleville high school,"Eligible, but Not a Participant in Title I Program",148,27.7,96.2,2.9,4,1.3,85.3,12.1,36,3,109,148,26.35,Non-CEP,Mid-Low Poverty
450791380262002,45079138026,14241,Randolph,steeleville cusd 138,steeleville,609 S Sparta St,62288-2130,steeleville elem school,Targeted Assistance Title I Program,269,36.1,93.9,7.4,17,NA,NA,17,88,15,171,274,37.590000000000003,Non-CEP,Mid-Low Poverty
450791390260001,45079139026,14242,Randolph,chester cusd 139,chester,1901 Swanwick St,62233-1128,chester high school,Schoolwide Title I Program,332,38.6,94.4,9.1,29,4.3,83.3,15.3,111,19,204,334,38.92,Non-CEP,Mid-Low Poverty
450791390262002,45079139026,14243,Randolph,chester cusd 139,chester,650 Opdyke St,62233-1419,chester elem school,Schoolwide Title I Program,660,54.8,94.4,10.4,56,NA,NA,16.7,346,28,300,674,55.49,Non-CEP,Mid-High Poverty
450791400260001,45079140026,14244,Randolph,sparta cusd 140,sparta,205 W Hood St,62286-2006,sparta high school,Schoolwide Title I Program,332,49.4,90.6,28.1,93,6.6,77.3,31.7,167,18,137,322,57.45,Non-CEP,Mid-Low Poverty
450791400262002,45079140026,14246,Randolph,sparta cusd 140,sparta,203A Dean Ave,62286-2301,sparta lincoln school,Schoolwide Title I Program,760,64.5,93.6,11.6,69,NA,NA,20.4,429,59,195,683,71.45,Non-CEP,Mid-High Poverty
450791400262008,45079140026,14245,Randolph,sparta cusd 140,evansville,701 Oak St,62242-1893,evansville attendance center,Schoolwide Title I Program,120,33.3,95,4.5,5,NA,NA,13.5,29,15,75,119,36.97,Non-CEP,Mid-Low Poverty
470521700220001,47052170022,14311,Lee,dixon usd 170,dixon,300 Lincoln Statue Dr,61021-2030,dixon high school,"Eligible, but Not a Participant in Title I Program",754,36.2,93.3,8.2,59,3.5,86.7,22.6,270,20,493,783,37.04,Non-CEP,Mid-Low Poverty
470521700221001,47052170022,14312,Lee,dixon usd 170,dixon,620 Division St,61021-4103,reagan middle school,"Eligible, but Not a Participant in Title I Program",628,48.9,93.6,5.7,36,NA,NA,18.2,303,12,323,638,49.37,Non-CEP,Mid-Low Poverty
470521700222003,47052170022,14313,Lee,dixon usd 170,dixon,618 Division St,NA,madison school,"Eligible, but Not a Participant in Title I Program",388,55.4,94.9,4.4,17,NA,NA,12.9,203,15,177,395,55.19,Non-CEP,Mid-High Poverty
470521700222004,47052170022,14314,Lee,dixon usd 170,dixon,800 4th Ave,61021-1806,jefferson elem school,Targeted Assistance Title I Program,388,59,93.8,3.1,12,NA,NA,16.6,214,16,161,391,58.82,Non-CEP,Mid-High Poverty
470521700222008,47052170022,14315,Lee,dixon usd 170,dixon,703 E Morgan St,61021-2257,washington elem school,Targeted Assistance Title I Program,531,60.6,94.1,2.1,4,NA,NA,16.5,247,19,164,430,61.86,Non-CEP,Mid-High Poverty
470522200022001,47052220002,14316,Lee,steward esd 220,steward,PO Box 76,60553-0076,steward elementary school,Targeted Assistance Title I Program,68,19.1,NA,NA,NA,NA,NA,NA,13,0,55,68,19.12,Non-CEP,Low Poverty
470522710260004,47052271026,14318,Lee,paw paw cusd 271,paw paw,PO Box 37,61353-0037,paw paw jrsr high school,"Eligible, but Not a Participant in Title I Program",88,36.4,92.7,0,0,4.9,76.5,NA,30,3,54,87,37.93,Non-CEP,Mid-Low Poverty
470522710262005,47052271026,14320,Lee,paw paw cusd 271,paw paw,PO Box 37,61353-0037,paw paw elem school,Schoolwide Title I Program,91,27.5,75.4,0,0,NA,NA,NA,35,4,57,96,40.630000000000003,Non-CEP,Mid-Low Poverty
470522720260001,47052272026,14321,Lee,amboy cusd 272,amboy,11 E Hawley St,61310-1430,amboy high school,"Eligible, but Not a Participant in Title I Program",207,40.1,94.9,6.8,14,3.1,80.3,15.1,72,9,127,208,38.94,Non-CEP,Mid-Low Poverty
470522720261002,47052272026,14322,Lee,amboy cusd 272,amboy,140 S Appleton Ave,61310-1604,amboy jr high school,"Eligible, but Not a Participant in Title I Program",216,49.5,95.1,3.7,8,NA,NA,10.6,94,12,113,219,48.4,Non-CEP,Mid-Low Poverty
470522720262003,47052272026,14323,Lee,amboy cusd 272,amboy,30 E Provost St,61310-1328,amboy central elem school,Targeted Assistance Title I Program,296,40.9,96.3,0.5,1,NA,NA,3.8,112,6,181,299,39.46,Non-CEP,Mid-Low Poverty
470711440032001,47071144003,14333,Ogle,kings cons sd 144,kings,100 1st St,61068-4500,kings elementary school,Targeted Assistance Title I Program,86,43,96.6,0,0,NA,NA,0,35,0,51,86,40.700000000000003,Non-CEP,Mid-Low Poverty
470711610042001,47071161004,14334,Ogle,creston ccsd 161,creston,PO Box 37,60113-0037,creston elem school,Schoolwide Title I Program,85,42.4,95.3,0,0,NA,NA,6.3,38,1,50,89,43.82,Non-CEP,Mid-Low Poverty
470712200261001,47071220026,14337,Ogle,oregon cusd 220,mount morris,105 W Brayton Rd,61054-1405,david l rahn jr high school,"Eligible, but Not a Participant in Title I Program",263,39.9,94.6,1.3,3,NA,NA,14.8,102,6,120,228,47.37,Non-CEP,Mid-Low Poverty
470712200262006,47071220026,14339,Ogle,oregon cusd 220,oregon,1150 Jefferson St,61061-1533,oregon elem sch,Targeted Assistance Title I Program,792,45.6,95,1.1,7,NA,NA,8.9,350,16,371,737,49.66,Non-CEP,Mid-Low Poverty
470712210260004,47071221026,14341,Ogle,forrestville valley cusd 221,forreston,PO Box 665,61030-0665,forreston jrsr high sch,"Eligible, but Not a Participant in Title I Program",430,32.1,95.4,2.4,10,1.2,91.1,10.8,125,16,304,445,31.69,Non-CEP,Mid-Low Poverty
470712210262002,47071221026,14343,Stephenson,forrestville valley cusd 221,german valley,PO Box 74,61039-0074,german valley grade school,Targeted Assistance Title I Program,76,19.7,NA,NA,NA,NA,NA,NA,15,0,29,44,34.090000000000003,Non-CEP,Low Poverty
470712210262003,47071221026,14344,Ogle,forrestville valley cusd 221,forreston,PO Box 665,61030-0665,forreston grade school,Targeted Assistance Title I Program,288,39.6,96.7,1.7,5,NA,NA,3.4,101,14,174,289,39.79,Non-CEP,Mid-Low Poverty
470712220260004,47071222026,14346,Ogle,polo cusd 222,polo,100 S Union Ave,61064-1724,polo comm high school,"Eligible, but Not a Participant in Title I Program",171,43.3,96.1,4.1,7,1.1,94.1,8.8,55,13,104,172,39.53,Non-CEP,Mid-Low Poverty
470712220261001,47071222026,14347,Ogle,polo cusd 222,polo,610 E Mason St,61064-1532,aplington middle school,"Eligible, but Not a Participant in Title I Program",141,46.1,95.6,0.7,1,NA,NA,11.9,59,4,78,141,44.68,Non-CEP,Mid-Low Poverty
470712220262001,47071222026,14348,Ogle,polo cusd 222,polo,308 S Pleasant Ave,61064-1940,centennial elem school,Targeted Assistance Title I Program,290,50.3,96.6,1.1,2,NA,NA,3.8,150,6,137,293,53.24,Non-CEP,Mid-High Poverty
470712230260003,47071223026,14349,Ogle,meridian cusd 223,stillman valley,425 S Pine St,61084-8943,stillman valley high school,"Eligible, but Not a Participant in Title I Program",567,20.6,94.9,4.4,25,2.3,94.9,13.8,102,19,450,571,21.19,Non-CEP,Low Poverty
470712230261001,47071223026,14350,Ogle,meridian cusd 223,stillman valley,207 W Main St,61084-9037,meridian jr high school,"Eligible, but Not a Participant in Title I Program",386,25.4,95.1,5.4,21,NA,NA,8.9,90,7,291,388,25,Non-CEP,Mid-Low Poverty
470712230262002,47071223026,14351,Ogle,meridian cusd 223,stillman valley,410 S Hickory St,61084-8803,highland elem school,Schoolwide Title I Program,342,23.1,96.4,0.9,2,NA,NA,5.1,71,9,219,299,26.76,Non-CEP,Low Poverty
470712230262004,47071223026,14352,Ogle,meridian cusd 223,monroe center,PO Box 360,61052-0360,monroe center grade school,Schoolwide Title I Program,319,37,96.7,1.2,4,NA,NA,3.1,108,10,203,321,36.76,Non-CEP,Mid-Low Poverty
470712260260001,47071226026,14354,Ogle,byron cusd 226,byron,696 N Colfax St,61010-1439,byron high school 912,"Eligible, but Not a Participant in Title I Program",465,26.7,93.2,3.6,17,2.1,88.7,16.3,97,20,358,475,24.63,Non-CEP,Mid-Low Poverty
470712260261001,47071226026,14355,Ogle,byron cusd 226,byron,325 N Colfax St,61010-1540,byron middle school,"Eligible, but Not a Participant in Title I Program",333,25.2,93.8,0.9,3,NA,NA,13.3,64,16,253,333,24.02,Non-CEP,Mid-Low Poverty
470712260262003,47071226026,14357,Ogle,byron cusd 226,byron,420 N Colfax St,61010-1438,mary morgan elem sch,Targeted Assistance Title I Program,725,22.5,96.7,0.8,5,NA,NA,3.4,123,18,531,672,20.98,Non-CEP,Low Poverty
470712310041002,47071231004,14358,Ogle,rochelle ccsd 231,rochelle,111 School Ave,61068-9130,rochelle middle school,"Eligible, but Not a Participant in Title I Program",505,8.1,95.3,0.4,2,NA,NA,9.4,406,0,109,515,78.77,CEP,Low Poverty
470712310042001,47071231004,14359,Ogle,rochelle ccsd 231,rochelle,444 N 8th St,61068-1460,central elem school,Schoolwide Title I Program,274,6.2,95.8,3.6,8,NA,NA,4.5,273,0,0,273,100,CEP,Low Poverty
470712310042003,47071231004,14360,Ogle,rochelle ccsd 231,rochelle,1450 20th St,61068-1076,lincoln elem school,Schoolwide Title I Program,433,5.5,95.1,2,4,NA,NA,10.3,230,0,28,258,89.13,CEP,Low Poverty
470712310042004,47071231004,14361,Ogle,rochelle ccsd 231,rochelle,1033 N 2nd St,61068-1759,may elem school,Schoolwide Title I Program,202,8.9,95.8,2.3,4,NA,NA,4.1,187,0,20,207,90.12,CEP,Low Poverty
470712310042005,47071231004,14362,Ogle,rochelle ccsd 231,rochelle,1050 N 9th St,61068-1463,tilton elem school,NA,219,7.8,95,0.6,1,NA,NA,8.3,119,0,102,221,53.78,CEP,Low Poverty
470712690042002,47071269004,14363,Ogle,eswood ccsd 269,lindenwood,304 Main St,61049-7700,eswood c c grade school,Targeted Assistance Title I Program,76,47.4,95.7,4.8,3,NA,NA,6.5,33,3,38,74,48.65,Non-CEP,Mid-Low Poverty
470980010260001,47098001026,14872,Whiteside,erie cusd 1,erie,435 6th Ave,61250-9457,erie high school,"Eligible, but Not a Participant in Title I Program",204,28.4,94.8,4.7,9,1.8,97.9,15.6,41,5,160,206,22.33,Non-CEP,Mid-Low Poverty
470980010261002,47098001026,14873,Whiteside,erie cusd 1,erie,500 5th Ave,61250-9439,erie middle school,"Eligible, but Not a Participant in Title I Program",175,30.9,94.9,1.2,2,NA,NA,12.7,41,8,127,176,27.84,Non-CEP,Mid-Low Poverty
470980010262003,47098001026,14874,Whiteside,erie cusd 1,erie,605 6th Ave,61250-9452,erie elem school,Schoolwide Title I Program,266,24.8,95.5,0,0,NA,NA,8.2,48,5,160,213,24.88,Non-CEP,Low Poverty
470980020260001,47098002026,14877,Whiteside,river bend cusd 2,fulton,1207 12th St,61252-1117,fulton high school,"Eligible, but Not a Participant in Title I Program",277,32.5,94.1,4.7,13,3.4,95.4,16.5,60,24,195,279,30.11,Non-CEP,Mid-Low Poverty
470980020261002,47098002026,14878,Whiteside,river bend cusd 2,fulton,415 12th St,61252-1042,river bend middle school,"Eligible, but Not a Participant in Title I Program",206,39.3,94.4,2.4,5,NA,NA,13.9,66,14,128,208,38.46,Non-CEP,Mid-Low Poverty
470980020262005,47098002026,14880,Whiteside,river bend cusd 2,fulton,1301 7th Ave,61252-1024,fulton elem school,Schoolwide Title I Program,407,37.3,95.6,1.7,6,NA,NA,8.5,123,30,258,411,37.229999999999997,Non-CEP,Mid-Low Poverty
470980030260001,47098003026,14881,Whiteside,prophetstownlyndontampico cusd3,prophetstown,310 W Riverside Dr,61277-1013,prophetstown high school,"Eligible, but Not a Participant in Title I Program",212,47.6,92.5,7.9,17,6.3,84.1,24.7,90,5,118,213,44.6,Non-CEP,Mid-Low Poverty
470980030261004,47098003026,14882,Whiteside,prophetstownlyndontampico cusd3,prophetstown,38 Ferry St,61277-1035,plt middle school,"Eligible, but Not a Participant in Title I Program",162,58,95.5,1.4,2,NA,NA,11.1,80,15,70,165,57.58,Non-CEP,Mid-High Poverty
470980030262005,47098003026,14883,Whiteside,prophetstownlyndontampico cusd3,tampico,PO Box 637,61283-0637,tampico elem school,Schoolwide Title I Program,180,59.4,96.1,1.8,3,NA,NA,11.6,91,11,75,177,57.63,Non-CEP,Mid-High Poverty
470980030262006,47098003026,14884,Whiteside,prophetstownlyndontampico cusd3,prophetstown,301 W 3rd St,61277-1022,prophetstown elem school,Schoolwide Title I Program,213,54,95.4,1,1,NA,NA,7.7,73,8,62,143,56.64,Non-CEP,Mid-High Poverty
470980050260014,47098005026,14887,Whiteside,sterling cusd 5,sterling,1608 4th Ave,61081-1378,sterling high school,"Eligible, but Not a Participant in Title I Program",1012,55.6,93.7,11.9,117,6.6,85.7,21.7,509,39,488,1036,52.9,Non-CEP,Mid-High Poverty
470980050261006,47098005026,14888,Whiteside,sterling cusd 5,sterling,1700 6th Ave,61081-1379,challand middle school,"Eligible, but Not a Participant in Title I Program",761,60.7,94.9,1.8,14,NA,NA,11.9,416,29,326,771,57.72,Non-CEP,Mid-High Poverty
470980050262005,47098005026,14889,Whiteside,sterling cusd 5,sterling,1510 E 25th St,61081-1470,franklin elem school,Schoolwide Title I Program,398,55,94.5,1.3,3,NA,NA,12.9,205,8,194,407,52.33,Non-CEP,Mid-High Poverty
470980050262007,47098005026,14890,Whiteside,sterling cusd 5,sterling,806 E Le Fevre Rd,61081-1551,jefferson elem school,Schoolwide Title I Program,435,67.1,94.7,0,0,NA,NA,13,280,17,154,451,65.849999999999994,Non-CEP,Mid-High Poverty
470980050262008,47098005026,14891,Whiteside,sterling cusd 5,sterling,1501 E 6th St,61081-2771,lincoln elem school,Schoolwide Title I Program,339,70.2,94.8,0.3,1,NA,NA,10.3,212,13,116,341,65.98,Non-CEP,Mid-High Poverty
470980050262010,47098005026,14892,Whiteside,sterling cusd 5,sterling,815 W Le Fevre Rd,61081-1000,washington elem school,Schoolwide Title I Program,381,62.7,95.3,0.3,1,NA,NA,7.1,208,24,151,383,60.57,Non-CEP,Mid-High Poverty
470980060260001,47098006026,14894,Whiteside,morrison cusd 6,morrison,643 Genesee Ave,61270-2907,morrison high school,Targeted Assistance Title I Program,269,33.1,94.1,7,17,5.7,87.9,17.2,86,22,166,274,39.42,Non-CEP,Mid-Low Poverty
470980060261001,47098006026,14895,Whiteside,morrison cusd 6,morrison,300 Academic Dr,61270-2952,morrison jr high school,Targeted Assistance Title I Program,239,40.2,94,2.6,6,NA,NA,15,90,18,134,242,44.63,Non-CEP,Mid-Low Poverty
470980060262002,47098006026,14896,Whiteside,morrison cusd 6,morrison,520 N Genesee St,61270-2615,northside school,Targeted Assistance Title I Program,249,28.5,97.4,0,0,NA,NA,0.8,79,14,156,249,37.35,Non-CEP,Mid-Low Poverty
470980060262003,47098006026,14897,Whiteside,morrison cusd 6,morrison,100 Academic Dr,61270-2954,southside school,Targeted Assistance Title I Program,249,41,95.8,0.4,1,NA,NA,4.6,92,22,137,251,45.42,Non-CEP,Mid-Low Poverty
470980130021004,47098013002,14900,Whiteside,rock falls esd 13,rock falls,1701 12th Ave,61071-2711,rock falls middle school,Schoolwide Title I Program,284,65.1,95.6,1.4,4,NA,NA,8.6,282,0,5,287,98.13,CEP,Mid-High Poverty
